uniprot_id	gene_symbol	protein_name	mitocarta_score	sub_mito_localization	pathways	is_matrix	is_im	is_ims	is_om
Q8IVS8	GLYCTK	glycerate kinase	11.7394	Matrix	Metabolism > Carbohydrate metabolism	1	0	0	0
Q9H2D1	SLC25A32	solute carrier family 25 member 32	11.7161	MIM	Metabolism > Vitamin metabolism > Vitamin B2 metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family	0	1	0	0
Q5JTZ9	AARS2	alanyl-tRNA synthetase 2, mitochondrial	11.6455	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q9Y2C4	EXOG	exo/endonuclease G	11.6272	MIM	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA repair | Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay	0	1	0	0
Q9Y6H1	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	11.6049	IMS	Mitochondrial dynamics and surveillance > Apoptosis	0	0	1	0
O15229	KMO	kynurenine 3-monooxygenase	11.6003	MOM	Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	0	0	0	1
Q8TD22	SFXN5	sideroflexin 5	11.5852	MIM	Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > Sideroflexins	0	1	0	0
Q9BQ52	ELAC2	elaC ribonuclease Z 2	11.57	Matrix	Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing	1	0	0	0
P07203	GPX1	glutathione peroxidase 1	11.5396	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	1	0	0	0
Q92523	CPT1B	carnitine palmitoyltransferase 1B	11.4641	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	0	0	0	1
Q9Y3D6	FIS1	fission, mitochondrial 1	11.3989	MOM	Mitochondrial dynamics and surveillance > Fission	0	0	0	1
Q9Y255	PRELID1	PRELI domain containing 1	11.381	IMS	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	0	0	1	0
P55916	UCP3	uncoupling protein 3	11.3472	MIM	Small molecule transport > SLC25A family	0	1	0	0
O95847	SLC25A27	solute carrier family 25 member 27	11.3472	MIM	Small molecule transport > SLC25A family	0	1	0	0
Q8TBP6	SLC25A40	solute carrier family 25 member 40	11.3472	MIM	Small molecule transport > SLC25A family	0	1	0	0
Q9BV35	SLC25A23	solute carrier family 25 member 23	11.3472	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family	0	1	0	0
Q9Y5R4	HEMK1	HemK methyltransferase family member 1	11.3146	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q96CQ1	SLC25A36	solute carrier family 25 member 36	11.232	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family	0	1	0	0
Q96E52	OMA1	OMA1 zinc metallopeptidase	11.2236	MIM	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Fission	0	1	0	0
Q2VYF4	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	11.1783	MIM	0	0	1	0	0
Q96LJ7	DHRS1	dehydrogenase/reductase 1	11.1569	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis	0	1	0	0
P27105	STOM	stomatin	11.0325	Membrane	0	0	1	0	0
Q9NRN9	METTL5	methyltransferase like 5	10.934	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications	1	0	0	0
Q9UJ68	MSRA	methionine sulfoxide reductase A	10.9177	Matrix	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism	1	0	0	0
Q8WV74	NUDT8	nudix hydrolase 8	10.9177	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	1	0	0	0
Q96T66	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	10.9177	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q96DW6	SLC25A38	solute carrier family 25 member 38	10.897	MIM	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism | Small molecule transport > SLC25A family	0	1	0	0
Q567V2	MPV17L2	MPV17 mitochondrial inner membrane protein like 2	10.8917	MIM	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	0	1	0	0
P53396	ACLY	ATP citrate lyase	10.8771	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q9UBJ2	ABCD2	ATP binding cassette subfamily D member 2	10.8757	Membrane	Small molecule transport > ABC transporters	0	1	0	0
Q8NFF5	FLAD1	flavin adenine dinucleotide synthetase 1	10.8723	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	1	0	0	0
Q9Y234	LIPT1	lipoyltransferase 1	10.853	Matrix	Metabolism > Lipid metabolism > Lipoate insertion	1	0	0	0
Q7Z3D6	DGLUCY	D-glutamate cyclase	10.8	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
Q16822	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	10.7634	Matrix	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q4G0N4	NADK2	NAD kinase 2, mitochondrial	10.7634	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
P25325	MPST	mercaptopyruvate sulfurtransferase	10.759	MIM	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism	0	1	0	0
Q86X67	NUDT13	nudix hydrolase 13	10.7449	Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	1	0	0	0
Q13085	ACACA	acetyl-CoA carboxylase alpha	10.6893	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins	1	0	0	0
P80404	ABAT	4-aminobutyrate aminotransferase	10.6859	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins	1	0	0	0
P54868	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	10.6859	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism	1	0	0	0
P51649	ALDH5A1	aldehyde dehydrogenase 5 family member A1	10.6859	Matrix	Metabolism > Amino acid metabolism > GABA metabolism	1	0	0	0
0	CKMT1A	creatine kinase, mitochondrial 1A	10.6859	MIM	Metabolism > Nucleotide metabolism > Creatine metabolism	0	1	0	0
Q9UG56	PISD	phosphatidylserine decarboxylase	10.6567	MIM	Metabolism > Lipid metabolism > Phospholipid metabolism	0	1	0	0
O95168	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	10.644	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	0	1	0	0
O14957	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	10.644	MIM	OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits	0	1	0	0
Q96C01	FAM136A	family with sequence similarity 136 member A	10.644	IMS	0	0	0	1	0
Q8N4H5	TOMM5	translocase of outer mitochondrial membrane 5	10.644	MOM	Protein import, sorting and homeostasis > Protein import and sorting > TOM	0	0	0	1
O43464	HTRA2	HtrA serine peptidase 2	10.5524	MIM	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis	0	1	0	0
O15239	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	10.5143	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	0	1	0	0
P00156	MT-CYB	cytochrome b	10.4861	MIM	OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits	0	1	0	0
Q16774	GUK1	guanylate kinase 1	10.4839	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q8N465	D2HGDH	D-2-hydroxyglutarate dehydrogenase	10.4683	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	1	0	0	0
Q9H6K4	OPA3	outer mitochondrial membrane lipid metabolism regulator OPA3	10.4178	MOM	0	0	0	0	1
O60218	AKR1B10	aldo-keto reductase family 1 member B10	10.4124	unknown	Metabolism > Vitamin metabolism > Vitamin A metabolism | Metabolism > Detoxification > Xenobiotic metabolism	0	0	0	0
O14832	PHYH	phytanoyl-CoA 2-hydroxylase	10.361	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q8N183	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	10.2921	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	0	1	0	0
Q9BQ95	ECSIT	ECSIT signaling integrator	10.2795	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	0	1	0	0
Q9H300	PARL	presenilin associated rhomboid like	10.2511	MIM	Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	0	1	0	0
Q9Y6G3	MRPL42	mitochondrial ribosomal protein L42	10.2285	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9NNZ3	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	10.2268	Membrane	Protein import, sorting and homeostasis > Protein homeostasis	0	1	0	0
Q9Y3D7	PAM16	presequence translocase associated motor 16	10.1208	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	0	1	0	0
P51648	ALDH3A2	aldehyde dehydrogenase 3 family member A2	10.116	Membrane	Metabolism > Detoxification > ROS and glutathione metabolism	0	1	0	0
Q9UKU0	ACSL6	acyl-CoA synthetase long chain family member 6	10.0693	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation	0	0	0	1
Q9HD23	MRS2	magnesium transporter MRS2	9.987	MIM	Small molecule transport | Signaling	0	1	0	0
Q9NUJ1	ABHD10	abhydrolase domain containing 10, depalmitoylase	9.9467	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q9NQE9	HINT3	histidine triad nucleotide binding protein 3	9.9139	unknown	0	0	0	0	0
Q9Y6I8	PXMP4	peroxisomal membrane protein 4	9.874	unknown	0	0	0	0	0
Q9H4B0	OSGEPL1	O-sialoglycoprotein endopeptidase like 1	9.8639	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P50583	NUDT2	nudix hydrolase 2	9.8196	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
O43169	CYB5B	cytochrome b5 type B	9.8196	MOM	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes	0	0	0	1
Q12849	GRSF1	G-rich RNA sequence binding factor 1	9.8097	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9Y676	MRPS18B	mitochondrial ribosomal protein S18B	9.7734	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q96LL9	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	9.7734	MIM	0	0	1	0	0
P04040	CAT	catalase	9.7644	IMS	Metabolism > Detoxification > ROS and glutathione metabolism	0	0	1	0
Q16854	DGUOK	deoxyguanosine kinase	9.7551	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q9Y305	ACOT9	acyl-CoA thioesterase 9	9.7551	MIM	Metabolism > Lipid metabolism	0	1	0	0
Q9NUB1	ACSS1	acyl-CoA synthetase short chain family member 1	9.7551	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	0	1	0	0
Q969G6	RFK	riboflavin kinase	9.7512	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	1	0	0	0
Q9NQZ5	STARD7	StAR related lipid transfer domain containing 7	9.7417	IMS	Metabolism > Lipid metabolism > Phospholipid metabolism | Small molecule transport	0	0	1	0
Q8WUD6	CHPT1	choline phosphotransferase 1	9.7365	MIM	Metabolism > Lipid metabolism > Phospholipid metabolism	0	1	0	0
P03928	MT-ATP8	ATP synthase F0 subunit 8	9.7131	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	0	1	0	0
Q9NPL8	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	9.7131	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	0	1	0	0
Q7Z5L4	SPATA19	spermatogenesis associated 19	9.7131	unknown	0	0	0	0	0
Q9BUP3	HTATIP2	HIV-1 Tat interactive protein 2	9.6805	Membrane	0	0	1	0	0
O43488	AKR7A2	aldo-keto reductase family 7 member A2	9.6694	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
P33316	DUT	deoxyuridine triphosphatase	9.607	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
P00414	MT-CO3	cytochrome c oxidase III	9.5597	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	0	1	0	0
Q6IAN0	DHRS7B	dehydrogenase/reductase 7B	9.5343	Membrane	0	0	1	0	0
O75570	MTRF1	mitochondrial translation release factor 1	9.5152	Matrix	Mitochondrial central dogma > Translation > Translation factors	1	0	0	0
Q96AN5	TMEM143	transmembrane protein 143	9.5086	MIM	0	0	1	0	0
Q9NPB1	NT5M	5',3'-nucleotidase, mitochondrial	9.4427	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q8IXI2	RHOT1	ras homolog family member T1	9.3784	MOM	Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking	0	0	0	1
O00746	NME4	NME/NM23 nucleoside diphosphate kinase 4	9.3094	MIM	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	0	1	0	0
P49914	MTHFS	methenyltetrahydrofolate synthetase	9.3094	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q9BSF4	TIMM29	translocase of inner mitochondrial membrane 29	9.3093	MIM	Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway	0	1	0	0
Q9NVS9	PNPO	pyridoxamine 5'-phosphate oxidase	9.3059	Matrix	Metabolism > Vitamin metabolism > Vitamin B6 metabolism	1	0	0	0
Q8IYU8	MICU2	mitochondrial calcium uptake 2	9.1993	MIM	Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter	0	1	0	0
Q9H0N5	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	9.1845	unknown	Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis	0	0	0	0
Q9H0R6	QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1	9.164	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q86TW2	ADCK1	aarF domain containing kinase 1	9.1463	unknown	0	0	0	0	0
P30041	PRDX6	peroxiredoxin 6	9.1304	unknown	Metabolism > Lipid metabolism > Phospholipid metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	0	0	0	0
Q9BPW8	NIPSNAP1	nipsnap homolog 1	9.1051	Matrix	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	1	0	0	0
P41250	GARS1	glycyl-tRNA synthetase 1	9.0665	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q08AH3	ACSM2A	acyl-CoA synthetase medium chain family member 2A	9.0362	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q9BSK2	SLC25A33	solute carrier family 25 member 33	9.0313	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family	0	1	0	0
A8MSI8	LYRM9	LYR motif containing 9	8.9622	unknown	0	0	0	0	0
Q969Q5	RAB24	RAB24, member RAS oncogene family	8.9534	MOM	Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Autophagy	0	0	0	1
Q7L3T8	PARS2	prolyl-tRNA synthetase 2, mitochondrial	8.9079	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
Q86TS9	MRPL52	mitochondrial ribosomal protein L52	8.8594	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	1	0	0	0
Q9Y606	PUS1	pseudouridine synthase 1	8.8588	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	1	0	0	0
P00505	GOT2	glutamic-oxaloacetic transaminase 2	8.8086	MIM	Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism	0	1	0	0
Q8IW45	NAXD	NAD(P)HX dehydratase	8.8086	MIM	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	0	1	0	0
P03897	MT-ND3	NADH dehydrogenase, subunit 3 (complex I)	8.7965	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	0	1	0	0
Q96QU6	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	8.696	unknown	0	0	0	0	0
Q9Y3E5	PTRH2	peptidyl-tRNA hydrolase 2	8.5962	MOM	0	0	0	0	1
Q32NB8	PGS1	phosphatidylglycerophosphate synthase 1	8.591	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	0	1	0	0
Q8N573	OXR1	oxidation resistance 1	8.5766	MOM	Metabolism > Detoxification > ROS and glutathione metabolism	0	0	0	1
Q5VWZ2	LYPLAL1	lysophospholipase like 1	8.5583	unknown	Metabolism > Lipid metabolism	0	0	0	0
Q9NX36	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	8.5401	unknown	0	0	0	0	0
Q05932	FPGS	folylpolyglutamate synthase	8.3701	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	1	0	0	0
Q6UW68	TMEM205	transmembrane protein 205	8.3641	Membrane	0	0	1	0	0
Q5H9E4	SLC25A53	solute carrier family 25 member 53	8.3463	MIM	Small molecule transport > SLC25A family	0	1	0	0
Q96NN9	AIFM3	apoptosis inducing factor mitochondria associated 3	8.3282	MIM	Metabolism > Metals and cofactors > Fe-S-containing proteins | Mitochondrial dynamics and surveillance > Apoptosis	0	1	0	0
P10620	MGST1	microsomal glutathione S-transferase 1	8.3245	Membrane	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	0	1	0	0
Q9UDX5	MTFP1	mitochondrial fission process 1	8.2655	Membrane	Mitochondrial dynamics and surveillance > Fission	0	1	0	0
Q9NYJ1	COA4	cytochrome c oxidase assembly factor 4 homolog	8.2222	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	0	0	1	0
Q9GZT8	NIF3L1	NGG1 interacting factor 3 like 1	8.1782	Matrix	0	1	0	0	0
Q8N0Z8	PUSL1	pseudouridine synthase like 1	8.1744	Matrix	Mitochondrial central dogma > Translation	1	0	0	0
Q96GA7	SDSL	serine dehydratase like	8.1111	unknown	Metabolism > Amino acid metabolism > Serine metabolism	0	0	0	0
Q07812	BAX	BCL2 associated X, apoptosis regulator	8.0787	MOM	Mitochondrial dynamics and surveillance > Apoptosis	0	0	0	1
Q7Z434	MAVS	mitochondrial antiviral signaling protein	8.0699	MOM	Signaling > Immune response	0	0	0	1
Q9H7H0	METTL17	methyltransferase like 17	8.0113	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
O00763	ACACB	acetyl-CoA carboxylase beta	7.9777	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins	0	0	0	1
P78540	ARG2	arginase 2	7.9705	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
Q9NVV4	MTPAP	mitochondrial poly(A) polymerase	7.9277	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay	1	0	0	0
Q96ER9	CCDC51	coiled-coil domain containing 51	7.9144	MIM	Small molecule transport	0	1	0	0
Q9HAC7	SUGCT	succinyl-CoA:glutarate-CoA transferase	7.8716	Matrix	Metabolism > Amino acid metabolism	1	0	0	0
O00429	DNM1L	dynamin 1 like	7.8545	MOM	Mitochondrial dynamics and surveillance > Fission	0	0	0	1
O43847	NRDC	nardilysin convertase	7.7642	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting	1	0	0	0
Q8IUX1	TMEM126B	transmembrane protein 126B	7.761	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	0	1	0	0
Q96CB9	NSUN4	NOP2/Sun RNA methyltransferase 4	7.744	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q9H6R3	ACSS3	acyl-CoA synthetase short chain family member 3	7.6981	Matrix	Metabolism > Lipid metabolism	1	0	0	0
Q96KR6	FAM210B	family with sequence similarity 210 member B	7.6889	MIM	Metabolism > Metals and cofactors > Iron homeostasis	0	1	0	0
Q8N0V3	RBFA	ribosome binding factor A	7.663	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q6UB28	METAP1D	methionyl aminopeptidase type 1D, mitochondrial	7.6531	Matrix	Mitochondrial central dogma > Translation > fMet processing | Protein import, sorting and homeostasis > Protein homeostasis > Proteases	1	0	0	0
O43865	AHCYL1	adenosylhomocysteinase like 1	7.642	MOM	Mitochondrial dynamics and surveillance > Organelle contact sites	0	0	0	1
Q9UFN0	NIPSNAP3A	nipsnap homolog 3A	7.6248	Matrix	0	1	0	0	0
Q5VT66	MTARC1	mitochondrial amidoxime reducing component 1	7.6214	MOM	Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex	0	0	0	1
Q8IVP5	FUNDC1	FUN14 domain containing 1	7.6199	MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	0	0	0	1
P33121	ACSL1	acyl-CoA synthetase long chain family member 1	7.5981	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation	0	0	0	1
Q5RI15	COX20	cytochrome c oxidase assembly factor COX20	7.5827	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	0	1	0	0
Q3SXM5	HSDL1	hydroxysteroid dehydrogenase like 1	7.5122	unknown	0	0	0	0	0
O75828	CBR3	carbonyl reductase 3	7.4373	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	1	0	0	0
Q7Z6M4	MTERF4	mitochondrial transcription termination factor 4	7.4107	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
A8MXV4	NUDT19	nudix hydrolase 19	7.4095	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	1	0	0	0
Q9NRV9	HEBP1	heme binding protein 1	7.3937	IMS	0	0	0	1	0
Q8WUK0	PTPMT1	protein tyrosine phosphatase mitochondrial 1	7.3937	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	0	1	0	0
Q96HS1	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	7.3937	MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	0	0	0	1
P23919	DTYMK	deoxythymidylate kinase	7.3701	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	1	0	0	0
Q15046	KARS1	lysyl-tRNA synthetase 1	7.3221	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	1	0	0	0
P49675	STAR	steroidogenic acute regulatory protein	7.3188	MOM|IMS	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis	0	0	1	1
Q96DA6	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	7.311	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	0	1	0	0
P00480	OTC	ornithine carbamoyltransferase	7.1641	Matrix	Metabolism > Amino acid metabolism > Urea cycle	1	0	0	0
O14548	COX7A2L	cytochrome c oxidase subunit 7A2 like	7.1222	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly	0	1	0	0
Q96E29	MTERF3	mitochondrial transcription termination factor 3	7.1079	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	1	0	0	0
Q96NB2	SFXN2	sideroflexin 2	7.053	MIM	Small molecule transport > Sideroflexins	0	1	0	0
P49327	FASN	fatty acid synthase	7.0321	IMS	Metabolism > Lipid metabolism	0	0	1	0
Q9BXM7	PINK1	PTEN induced kinase 1	6.985	MOM	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy | Signaling	0	0	0	1
Q53S58	TMEM177	transmembrane protein 177	6.9732	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	0	1	0	0
Q16881	TXNRD1	thioredoxin reductase 1	6.9481	unknown	Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins	0	0	0	0
Q8IYQ7	THNSL1	threonine synthase like 1	6.9426	Matrix	0	1	0	0	0
P14324	FDPS	farnesyl diphosphate synthase	6.8633	MIM	Metabolism > Lipid metabolism > Cholesterol-associated	0	1	0	0
Q13907	IDI1	isopentenyl-diphosphate delta isomerase 1	6.8633	Matrix	Metabolism > Lipid metabolism > Cholesterol-associated	1	0	0	0
Q13472	TOP3A	DNA topoisomerase III alpha	6.7725	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication	1	0	0	0
Q8N4E7	FTMT	ferritin mitochondrial	6.7693	Matrix	Metabolism > Metals and cofactors > Iron homeostasis	1	0	0	0
Q9BYZ2	LDHAL6B	lactate dehydrogenase A like 6B	6.7613	Matrix	Metabolism > Carbohydrate metabolism	1	0	0	0
Q15390	MTFR1	mitochondrial fission regulator 1	6.7258	Membrane	Mitochondrial dynamics and surveillance > Fission	0	1	0	0
